COD_PLAN,AVANCE_CARRERA,COD_ACCESO,COD_SUBACCESO,CONVOCATORIA,APERTURA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PROME_ACADE,PBM_CALCULADO,ESTRATO,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,COD_PROVINCIA,COD_MINICIPIO,COD_NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
L004,"59,30",1,29,2019-2S,2019-2S,TARJETA IDENTIDAD,MUJER,22,10.0,"3,90","3,90",39,2,20.0,1.0,20.0,1.0,170,0,0,0,
L006,"71,40",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,"4,40","4,40",1,1,20.0,621.0,20.0,621.0,170,0,0,1,
L002,"66,50",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,"4,00","4,00",8,2,,,20.0,1.0,170,0,0,1,
L005,"74,60",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10.0,"4,30","4,30",39,2,20.0,1.0,20.0,1.0,170,0,0,0,
L006,"62,10",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,"4,10","4,10",1,1,20.0,621.0,20.0,1.0,170,0,0,1,
L003,"58,20",1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,20,9.0,"4,00","4,00",3,1,,,20.0,621.0,170,0,0,1,
L004,"64,00",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,"4,00","4,00",8,2,,,20.0,621.0,170,0,0,1,
L005,"47,50",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,"3,80","3,90",14,3,20.0,621.0,20.0,1.0,170,0,0,1,
L001,"61,50",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,"3,60","3,70",3,1,,,20.0,1.0,170,0,0,0,
L004,"80,00",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,21,10.0,"4,40","4,40",7,2,20.0,621.0,20.0,1.0,170,0,0,1,
L006,"50,50",1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,HOMBRE,20,9.0,"3,40","3,60",15,2,,,20.0,1.0,170,0,0,1,
L002,"78,70",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,"4,30","4,30",4,2,20.0,621.0,20.0,621.0,170,0,0,1,
L001,"55,30",1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,21,9.0,"3,80","3,80",34,2,,,15.0,1.0,170,0,0,0,
L002,"69,00",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,25,9.0,"3,90","4,00",1,1,20.0,750.0,20.0,750.0,170,0,0,1,
L001,"59,80",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,23,9.0,"4,20","4,20",1,1,,,20.0,45.0,170,0,0,1,
L003,"63,80",1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,22,9.0,"4,00","4,00",1,1,,,20.0,443.0,170,0,0,1,
L004,"38,70",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,24,9.0,"3,50","3,80",1,1,,,20.0,13.0,170,0,0,1,
L005,"70,10",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,"4,20","4,20",5,1,,,20.0,1.0,170,0,0,1,
L002,"56,10",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,28,10.0,"3,60","3,60",1,1,20.0,621.0,20.0,621.0,170,0,0,1,
L004,"44,00",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,9.0,"3,70","3,80",3,1,20.0,1.0,20.0,1.0,170,0,0,1,
L004,"81,30",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,21,9.0,"4,60","4,60",9,1,20.0,1.0,20.0,1.0,170,0,0,1,
L006,"32,40",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,4.0,"4,00","4,00",37,2,20.0,621.0,20.0,1.0,170,0,0,1,651.74
L006,"33,50",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,4.0,"4,30","4,30",2,1,20.0,1.0,20.0,1.0,170,0,0,0,608.36
L002,"23,90",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5.0,"3,80","3,80",9,2,20.0,1.0,20.0,1.0,170,0,0,1,566.28
L002,"27,70",1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,18,5.0,"3,80","3,90",10,2,,,20.0,1.0,170,0,0,1,581.32
L004,"26,70",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,18,5.0,"3,90","4,10",2,1,,,47.0,245.0,170,0,0,1,416.32
L003,"34,00",1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,HOMBRE,18,5.0,"4,00","4,00",1,1,,,20.0,1.0,170,0,0,1,317.04
L006,"17,60",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,22,5.0,"3,20","3,60",8,2,,,20.0,1.0,170,0,0,1,504.2
L002,"16,10",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,27,5.0,"3,20","3,30",6,2,,,20.0,1.0,170,0,0,0,395.61
L004,"18,70",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,"3,50","3,60",1,1,,,20.0,1.0,170,0,0,1,363.34
L006,"18,70",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,4.0,"3,30","3,30",38,1,20.0,621.0,15.0,759.0,170,0,0,1,546.74
L005,"23,20",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,20,5.0,"3,60","3,60",1,1,20.0,750.0,20.0,1.0,170,0,0,1,437.68
L001,"30,20",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,"4,00","4,00",7,2,,,20.0,175.0,170,0,0,1,465.76
L004,"16,00",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,27,6.0,"3,60","3,60",1,1,20.0,1.0,20.0,1.0,170,0,0,1,457.79
L004,"44,00",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,24,7.0,"4,10","4,10",32,2,20.0,621.0,20.0,621.0,170,0,0,0,501.81
L002,"41,90",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,"4,00","4,10",1,1,20.0,621.0,47.0,692.0,170,0,0,1,404.29
L004,"48,70",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"4,10","4,20",4,0,20.0,570.0,20.0,570.0,170,0,0,1,469.77
L006,"40,10",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"3,90","4,00",10,1,,,20.0,1.0,170,0,0,1,534.7
L006,"12,60",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,6.0,"2,80","3,20",49,3,,,20.0,1.0,170,0,0,0,566.0
L001,"46,90",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"3,50","3,50",36,3,,,68.0,679.0,170,0,0,0,459.37
L003,"59,60",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"3,80","3,90",6,2,,,20.0,621.0,170,0,0,1,413.48
L003,"55,30",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,24,7.0,"4,10","4,10",6,1,,,20.0,175.0,170,0,0,1,366.38
L004,"39,30",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,23,7.0,"3,80","3,90",2,1,20.0,1.0,20.0,1.0,170,0,0,1,447.54
L006,"54,90",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,"4,40","4,40",7,1,20.0,1.0,20.0,1.0,170,0,0,1,620.47
L001,"48,60",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,7.0,"4,30","4,30",5,1,20.0,621.0,8.0,1.0,170,0,0,1,490.31
L001,"57,00",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,"3,90","3,90",1,1,,,20.0,45.0,170,0,0,1,
L006,"36,30",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,23,8.0,"3,50","3,70",1,1,,,20.0,443.0,170,0,0,1,561.53
L005,"59,30",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,22,8.0,"4,00","4,00",6,1,,,20.0,1.0,170,0,0,1,513.87
L004,"54,70",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,"4,00","4,00",6,1,,,20.0,1.0,170,0,0,0,466.92
L005,"40,10",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,"3,80","3,90",4,1,,,20.0,517.0,170,0,0,1,533.33
L003,"58,20",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,8.0,"3,70","3,70",4,2,,,20.0,621.0,170,0,0,1,
L004,"63,30",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,"4,30","4,30",16,2,,,20.0,1.0,170,0,0,1,
L004,"66,70",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,"4,70","4,70",8,1,20.0,1.0,20.0,1.0,170,0,0,1,625.38
L006,"41,20",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,"3,70","3,70",34,7,,,44.0,874.0,170,0,0,1,541.53
L002,"49,00",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,23,8.0,"3,80","3,80",5,1,,,20.0,621.0,170,0,0,1,
L001,"59,80",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,"4,40","4,40",1,1,,,11.0,1.0,170,0,0,1,588.46
L005,"49,70",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,"3,80","3,80",1,1,20.0,750.0,20.0,750.0,170,0,0,1,
L002,"47,10",1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,"3,90","3,90",3,1,,,20.0,750.0,170,0,0,1,
L005,"55,40",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,"4,10","4,10",1,1,,,20.0,570.0,170,0,0,1,508.46
L006,"46,20",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,"4,00","4,00",57,7,,,20.0,60.0,170,0,0,1,
L006,"26,90",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,"3,20","3,50",2,1,20.0,1.0,20.0,1.0,170,0,0,1,556.15
L005,"26,60",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,"3,30","3,40",33,7,20.0,1.0,20.0,1.0,170,0,0,1,
L001,"61,50",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,25,8.0,"4,40","4,40",5,1,,,47.0,288.0,170,0,0,1,
L002,"49,70",1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,"4,00","4,00",2,1,,,20.0,621.0,170,0,0,1,
L005,"46,90",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,"3,80","3,80",12,1,,,44.0,110.0,170,0,0,1,454.61
L002,"14,80",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,26,7.0,"2,80","2,80",3,1,,,20.0,1.0,170,0,0,1,335.38
L006,"36,80",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,7.0,"3,70","3,80",52,7,,,47.0,288.0,170,0,0,1,
L003,"18,40",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,23,6.0,"3,70","3,70",1,1,20.0,1.0,20.0,1.0,170,0,0,1,278.55
L004,"36,70",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,19,6.0,"3,90","3,90",1,1,,,20.0,621.0,170,0,0,1,382.35
L003,"24,10",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,23,5.0,"4,10","4,10",1,1,20.0,1.0,20.0,1.0,170,0,0,1,282.26
L002,"39,40",1,29,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,19,6.0,"4,00","4,10",3,1,,,68.0,1.0,170,0,0,1,489.54
L001,"40,20",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,19,6.0,"4,40","4,40",25,1,,,44.0,78.0,170,0,0,1,562.85
L004,"37,30",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,21,6.0,"4,10","4,10",3,0,,,20.0,1.0,170,0,0,1,405.19
L003,"36,90",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,23,6.0,"3,90","3,90",1,1,,,20.0,1.0,170,0,0,1,458.6
L006,"20,30",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,"3,60","3,70",27,1,,,20.0,1.0,170,0,0,0,461.66
L004,"24,70",3,29,2021-2S,2023-1S,NUMERO DE CEDULA,MUJER,20,3.0,"4,00","4,00",6,2,,,11.0,1.0,170,0,0,1,
L002,"7,70",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,24,5.0,"2,30","2,70",1,1,20.0,1.0,47.0,288.0,170,0,0,0,297.09
L005,"26,00",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,"3,70","3,90",3,1,,,47.0,555.0,170,0,0,1,540.23
L005,"45,80",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,"4,40","4,40",2,1,20.0,1.0,20.0,570.0,170,0,0,1,590.16
L005,"28,20",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,24,6.0,"3,40","3,50",1,1,20.0,45.0,2.0,999.0,862,0,0,1,540.81
L006,"17,60",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,"3,00","3,30",1,1,,,20.0,1.0,170,0,0,0,532.39
L006,"38,50",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,19,6.0,"4,30","4,30",2,1,,,20.0,13.0,170,0,0,1,481.04
L005,"19,80",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,"4,30","4,30",28,2,20.0,1.0,20.0,1.0,170,0,0,0,574.928
L005,"13,00",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,"3,40","3,70",8,1,20.0,1.0,20.0,1.0,170,0,0,1,599.606
L006,"22,00",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,MUJER,18,4.0,"4,40","4,40",8,1,,,20.0,1.0,170,0,0,1,563.191
L006,"23,10",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,18,4.0,"4,10","4,10",1,1,20.0,1.0,13.0,1.0,170,0,0,1,597.335
L005,"15,80",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,"3,80","3,80",25,1,,,20.0,1.0,170,0,0,0,554.188
L001,"21,20",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,"4,50","4,50",2,1,,,,,862,0,0,1,569.458
L006,"4,90",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,21,4.0,"3,40","3,50",5,1,,,8.0,1.0,170,0,0,1,548.602
L003,"14,90",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,24,4.0,"3,30","3,30",1,0,,,13.0,1.0,170,0,0,1,350.297
L002,"7,10",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,21,4.0,"3,10","3,10",3,1,,,2.0,999.0,862,0,0,0,447.584
L005,"19,80",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,18,4.0,"4,30","4,30",16,1,,,20.0,1.0,170,0,0,0,560.799
L003,"22,00",3,29,2022-2S,2023-2S,NUMERO DE CEDULA,MUJER,24,2.0,"4,30","4,30",1,1,,,20.0,750.0,170,0,0,1,
L004,"18,00",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,18,4.0,"4,10","4,10",9,1,,,20.0,1.0,170,0,0,1,425.051
L006,"20,90",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,"4,10","4,10",4,1,,,20.0,621.0,170,0,0,1,619.467
L001,"21,20",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,20,4.0,"3,80","3,80",1,1,,,2.0,999.0,862,0,0,1,401.996
L004,"20,00",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,"4,10","4,10",11,1,20.0,1.0,20.0,1.0,170,0,0,0,402.405
L004,"18,00",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,"4,30","4,30",2,1,,,44.0,1.0,170,0,0,1,437.537
L002,"13,50",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,"3,80","3,80",10,1,20.0,1.0,20.0,1.0,170,0,0,0,422.518
L006,"9,30",1,21,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,"3,90","3,90",12,1,,,20.0,238.0,170,0,0,1,647.655
L003,"9,90",1,24,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,"3,40","3,40",1,1,,,20.0,621.0,170,1,0,1,409.301
L002,"10,30",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,"4,20","4,20",6,2,,,20.0,1.0,170,0,0,1,525.626
L002,"10,30",1,3,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,"4,20","4,20",7,1,,,70.0,1.0,170,0,0,1,474.748
L002,"12,90",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,16,3.0,"4,00","4,00",3,1,,,20.0,13.0,170,0,0,1,415.563
L002,"9,00",1,24,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,18,3.0,"3,70","3,70",1,1,20.0,621.0,20.0,621.0,170,1,0,1,392.934
L001,"8,90",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,"4,10","4,10",55,3,,,11.0,1.0,170,0,0,0,505.89
L002,"10,30",1,3,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,"3,90","3,90",7,0,,,20.0,1.0,170,0,0,1,455.867
L001,"10,60",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,"4,20","4,20",2,1,,,20.0,1.0,170,0,0,1,616.082
L006,"9,90",1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,18,3.0,"3,50","3,50",64,7,,,20.0,1.0,170,0,0,0,562.64
L002,"7,10",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,"3,70","3,80",14,1,,,8.0,1.0,170,0,0,1,474.468
L005,"9,00",1,24,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,24,3.0,"4,10","4,10",5,1,,,20.0,13.0,170,1,0,1,458.566
L002,"12,90",1,24,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,"4,00","4,00",4,1,,,20.0,621.0,170,1,0,1,471.394
L006,"11,00",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,"4,20","4,20",51,3,20.0,1.0,20.0,1.0,170,0,0,0,632.022
L002,"4,50",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,"4,00","4,00",22,1,20.0,750.0,20.0,1.0,170,0,0,1,491.093
L003,"5,00",1,24,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,2.0,"3,20","3,20",2,1,,,2.0,999.0,862,1,0,1,425.481
L005,"0,00",1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,18,,,,47,2,,,20.0,1.0,170,1,0,0,529.337
L002,"0,00",1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,16,,,,38,1,,,20.0,1.0,170,0,0,1,479.648
L001,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,20,,,,41,2,,,20.0,621.0,170,1,0,1,448.867
L004,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,19,,,,6,2,,,20.0,13.0,170,1,0,1,425.025
L003,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,19,,,,34,1,,,20.0,621.0,170,1,0,1,403.792
L003,"5,00",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,MUJER,22,2.0,"4,30","4,30",4,2,,,20.0,621.0,170,0,0,1,328.138
L003,"2,80",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,19,2.0,"3,40","3,40",19,2,,,11.0,1.0,170,0,0,0,441.198
L002,"5,80",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,25,2.0,"3,20","3,20",11,1,20.0,60.0,20.0,1.0,170,0,0,0,341.411
L002,"4,50",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,"3,90","3,90",37,2,,,11.0,1.0,170,0,0,0,438.015
L004,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,18,,,,64,7,,,20.0,1.0,170,1,0,1,522.576
L006,"0,00",1,1,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,19,,,,39,2,,,20.0,1.0,170,0,0,1,567.847
L003,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,18,,,,61,7,,,68.0,1.0,170,1,0,1,462.569
L004,"0,00",1,21,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,17,,,,2,1,,,20.0,32.0,170,0,0,1,470.694
L006,"3,80",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,"4,40","4,40",4,1,,,,,862,0,0,1,888.484
L006,"4,90",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,17,2.0,"4,40","4,40",44,2,,,11.0,1.0,170,0,0,0,733.703
L006,"3,80",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,"4,30","4,30",19,3,,,20.0,1.0,170,0,0,1,596.535
L006,"2,20",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,MUJER,17,2.0,"4,50","4,50",46,3,20.0,1.0,20.0,1.0,170,0,0,0,652.199
L006,"3,80",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,17,2.0,"4,60","4,60",24,1,20.0,1.0,20.0,1.0,170,0,0,0,673.278
L006,"3,80",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,MUJER,18,2.0,"4,60","4,60",14,2,20.0,443.0,20.0,1.0,170,0,0,1,539.343
L005,"6,20",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,20,2.0,"3,30","3,30",30,3,,,20.0,1.0,170,0,0,0,663.86
L005,"0,00",1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,,20,2,,,23.0,1.0,170,0,0,1,472.867
L003,"0,00",1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,18,,,,2,1,,,20.0,621.0,170,1,0,1,478.129
L005,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,24,,,,36,1,,,20.0,750.0,170,1,0,Nocturno,462.727
L003,"86,50",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,21,10.0,"4,40","4,40",14,1,20.0,621.0,20.0,1.0,170,0,0,1,
L004,"76,70",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,24,10.0,"4,50","4,50",8,2,20.0,1.0,20.0,1.0,170,0,0,1,
L005,"74,00",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,"4,30","4,40",1,1,,,20.0,1.0,170,0,0,1,
L004,"76,70",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,"4,10","4,10",3,1,,,20.0,1.0,170,0,0,1,
L001,"60,90",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,"4,10","4,10",9,1,,,20.0,1.0,170,0,0,1,
L006,"53,30",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,"4,00","4,00",6,1,,,20.0,621.0,170,0,0,1,
L001,"60,90",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,22,9.0,"4,00","4,00",7,2,,,20.0,1.0,170,0,0,1,
L002,"47,10",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,22,9.0,"3,80","3,80",3,1,,,20.0,1.0,170,0,0,1,
L003,"80,10",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10.0,"4,30","4,30",1,1,20.0,1.0,20.0,45.0,170,0,0,1,
L006,"52,70",1,29,2019-2S,2019-2S,TARJETA IDENTIDAD,HOMBRE,22,10.0,"3,80","3,80",11,1,20.0,13.0,20.0,45.0,170,0,0,1,
L004,"76,70",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,"4,40","4,40",7,2,20.0,1.0,20.0,1.0,170,0,0,1,
L003,"76,60",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,23,9.0,"4,10","4,10",2,1,20.0,13.0,47.0,555.0,170,0,0,1,
L006,"60,40",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,"4,30","4,30",17,2,20.0,1.0,47.0,1.0,170,0,0,1,
L005,"90,40",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,21,10.0,"4,10","4,10",9,2,,,20.0,621.0,170,0,0,1,
L002,"16,10",1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,HOMBRE,22,7.0,"3,00","3,20",8,2,,,20.0,621.0,170,0,0,1,
L001,"50,30",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,"3,70","3,70",2,1,,,20.0,13.0,170,0,0,1,
L001,"72,60",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,"4,00","4,00",1,1,20.0,1.0,20.0,1.0,170,0,0,1,
L001,"77,70",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,"4,00","4,00",5,2,20.0,1.0,20.0,1.0,170,0,0,1,
L003,"68,10",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,"4,00","4,00",4,0,,,20.0,621.0,170,0,0,1,
L003,"76,60",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,"4,10","4,10",1,1,,,20.0,621.0,170,0,0,1,
L005,"71,80",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,"4,20","4,20",5,1,,,20.0,750.0,170,0,0,1,
L002,"84,50",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,"4,20","4,20",2,1,20.0,621.0,20.0,13.0,170,0,0,1,
L002,"76,10",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,"4,20","4,20",6,1,20.0,621.0,20.0,400.0,170,0,0,1,
L001,"70,90",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10.0,"4,00","4,00",3,1,20.0,1.0,20.0,1.0,170,0,0,1,
